Epoch	Time(sec)	Loss_train	MAE_train	MAE_dev	MAE_test
1	2.9232684581074864	363867.10498046875	73.2812525040192	74.9232842613669	76.25602715420273
2	5.789435167098418	361141.4538574219	72.45138307454074	74.14017269471113	75.4044986400964
3	8.625621875049546	347992.0986328125	68.81058032568836	70.69661353335661	71.65026184635342
4	11.510923207970336	299755.453125	56.886888206005096	59.964324499579035	59.736049436173346
5	14.35960075003095	203498.54174804688	50.46301280391154	53.52502503675573	53.604081990583886
6	17.65403683297336	172305.30346679688	46.90418119580334	49.584833896861355	49.63098402293223
7	20.651197749888524	140201.90551757812	41.737016537426655	43.993272944057686	44.57001441379763
8	23.48725249990821	104494.68298339844	34.31406849716346	36.13315855475033	36.77873091652708
9	26.33003616705537	74402.83197021484	28.393291829768277	30.61453378901762	31.66221613029264
10	29.209856417030096	65427.91101074219	27.241733301684494	29.532065150317024	31.038373722220367
11	32.13661929196678	61724.289123535156	26.370517597460623	29.10796724768246	30.14896429034899
12	35.971954457927495	58238.244689941406	25.979052629770408	28.741741646037383	30.191476979345644
13	38.85861845803447	56036.980224609375	25.242480846911825	27.94564900117762	29.211978651442617
14	41.726166791981086	56413.06994628906	24.631384735644176	27.43826628853293	28.771980733241676
15	44.82773187500425	51679.41635131836	24.21595255991551	26.953764146917006	28.437077072431457
16	47.721758666913956	50008.62829589844	23.814876714926115	26.365766946007223	27.879390739045053
17	50.60569166694768	49976.65872192383	23.135418655672623	25.708775593252742	27.406377356007415
18	53.50497050001286	46548.56329345703	22.653777370278124	25.20863458970014	27.120486266208143
19	56.38391362503171	45274.307189941406	22.28627989086181	24.745876553479363	26.814867480745857
20	59.26932274992578	44752.66262817383	22.002207479551824	24.40036397260778	26.47039281197314
21	62.15470537496731	43042.82162475586	21.694327005853204	23.992389022602755	26.21575021293928
22	65.02960233297199	41557.0846862793	21.872479202547623	23.80593571101918	26.397335821727538
23	68.16381945810281	41221.22253417969	21.429061365377216	23.510186200983384	25.9538430987664
24	72.46442499989644	41372.8889465332	21.592143495981606	23.372939864326927	26.112899566596408
25	75.5002094169613	41811.059661865234	20.697843708292975	22.797853691437666	25.4016242612083
26	78.54220808297396	39438.098541259766	20.804274316545555	23.055345260395722	25.466303029150332
27	81.48208562494256	38371.164947509766	20.611103101550597	22.749632190255557	25.26502438311307
28	84.35268745804206	37777.870025634766	20.44337274017134	22.189057759677663	25.069378189320833
29	87.22569370805286	37912.07159423828	20.153714766677137	22.08216485977173	24.789377034835095
30	90.16957095800899	37113.473083496094	20.365503057447402	22.198327112197877	24.944762209676348
31	93.09414254198782	36604.656494140625	20.097121197515758	21.916981593300314	24.76048718533426
32	95.97689154208638	35867.02470397949	19.98463406612736	22.202559622596294	24.58570065363398
33	98.84335425007157	35938.359619140625	21.59363935630359	23.629243755340575	25.884892036330026
34	101.88642458291724	36201.537353515625	20.185931896664083	21.812411605610567	24.762854571612376
35	104.80464533297345	35215.367736816406	19.468631064080444	21.308530106264	24.048191587879973
36	107.72835970809683	34955.6750793457	19.40713134049121	21.445515105303596	24.045853767754895
37	110.71073370799422	34527.873138427734	19.45167042073155	21.60452899652369	24.01884966976238
38	114.45126070803963	34580.238342285156	19.190397310007306	21.20326149042915	23.78733274846707
39	117.36723404191434	34040.557357788086	19.1057668930573	21.142984940023982	23.809893302197725
40	120.22948933299631	33698.278869628906	18.96405421002373	21.250798685410444	23.60892516936896
41	123.12912787497044	33534.42642211914	18.893486001104584	21.085236400716447	23.56093717970938
42	126.02429866697639	33200.464111328125	18.73387302216435	20.89843497837291	23.434293474791186
43	129.20291862497106	32968.94909667969	19.183805608624564	21.45185485727647	23.690153942917878
44	132.65496125002392	33622.18258666992	18.681885361047314	20.868708666633157	23.509188640792416
45	135.62009041709825	33123.555404663086	19.22769386980546	21.15537256633534	23.995968852403028
46	139.53017408307642	33114.579849243164	18.51416450395634	20.76760867623722	23.342162192992443
47	142.67396074999124	32471.672088623047	18.45339944662224	20.727581635643453	23.164876847896934
48	145.72441408294253	32892.314056396484	18.351058118630455	20.548861817752613	23.183704292999124
49	148.60195724992082	32799.32238769531	18.38307557243327	20.70824604034424	23.197468883586378
50	152.1614718749188	31990.018310546875	18.2440125861093	20.539069506701303	23.11176887998041
51	156.51631124992855	31614.80093383789	18.748354933648834	20.9800783886629	23.549951168726075
52	159.58621620805934	32197.1365814209	18.072104736772506	20.282861468371223	22.924454819481326
53	162.49340033298358	31709.315673828125	18.551820659512625	20.725553748186897	23.328331654926515
54	165.66852795798331	31840.571411132812	18.674686113577238	21.049472427368165	23.251673147363483
55	169.18499841704033	31321.260986328125	18.70954471108801	20.93303148325752	23.550879446965343
56	173.02318979194388	31328.33364868164	18.009018363752915	20.47600299610811	22.928339089987414
57	176.60444299993105	30770.434677124023	18.00814890799098	20.432377613292022	22.863533530595166
58	179.53353212494403	31048.362045288086	18.28898586652666	20.592427399579215	23.27589033009871
59	182.48692025011405	31462.497436523438	17.844061694844232	20.31353265537935	22.736531842429685
60	185.5111869580578	30349.454193115234	18.361940715325442	20.636810919817755	23.191234431176817
61	188.40267125004902	30732.523986816406	18.105267720696812	20.3856905039619	22.976354335838895
62	191.85804033302702	30344.8935546875	18.030934910499614	20.443219824398266	22.85845947265625
63	195.36423062509857	30240.808151245117	17.662320936537537	20.062186762865853	22.57335933649315
64	198.767399916891	30179.71356201172	18.188062024366168	20.582028787276325	22.870523194097125
65	201.77743016695604	29925.372116088867	18.364175258506656	20.85606113321641	22.989912743838328
66	204.72824570792727	30353.047103881836	18.37789573969017	20.650885778314926	23.062556757117218
67	207.66359291691333	29875.684051513672	17.613788253349785	20.2388884824865	22.643522280567097
68	210.6034282920882	29638.894104003906	17.549876297331604	20.001965203004726	22.45962142944336
69	213.54281437490135	29574.418075561523	17.84188765318606	20.283093446843765	22.874904425639027
70	216.46269987500273	29615.282196044922	17.517661202640433	20.051677434584672	22.45077988336671
71	219.3592521669343	29850.425857543945	17.578456592809466	20.102726986828973	22.606015338087982
72	222.34296241705306	29582.710693359375	18.284208488714008	20.657818956936108	22.89824647948427
73	225.29398183291778	29419.571487426758	17.502791003406983	20.038438623091753	22.38109428252814
74	228.34322158293799	29413.022369384766	17.358774333724178	19.900365605073816	22.30724012851715
75	231.24095008289441	29175.282592773438	17.331426285948428	19.98027218650369	22.3715088569893
76	234.26980116707273	29560.586975097656	17.57368238246878	20.120073099697336	22.445610892097903
77	237.8662101670634	28983.552780151367	17.38285367463896	19.94683983185712	22.46116188337218
78	241.24508695793338	29259.22508239746	17.627894989483018	20.182379857231588	22.489926630595946
79	244.37907300004736	29181.488037109375	17.315514555152173	19.851932273191565	22.350694136799508
80	247.35928808292374	28477.681869506836	17.282616781938763	19.809172647139604	22.204894724881875
81	250.37564204190858	28367.242156982422	17.15505284039762	19.769572847029742	22.182878917118288
82	253.35944137489423	28979.804809570312	17.434952484999652	20.000428379283232	22.32407870607556
83	256.6885768750217	28561.537963867188	18.56022334410882	20.882656383514405	23.128488376455486
84	260.2984476669226	28842.50242614746	17.18163343000162	19.728507221446318	22.223185703439533
85	264.68102237489074	28300.815887451172	17.433665112675172	20.067883901035085	22.46183627506472
86	268.8532649578992	28680.220703125	17.20799519566341	19.78319710563211	22.262786491861885
87	272.10292804194614	28786.611877441406	17.12070905725369	19.75493880440207	22.100445133335185
88	275.327106541954	27969.108306884766	17.18353010284963	19.657818356682274	22.165586626754617
89	278.9644007079769	28137.041107177734	17.055849026635055	19.753606364306282	22.09167398146863
90	282.59168524993584	27930.0724029541	17.019106765692147	19.66370975269991	22.074535450845396
91	286.15722616692074	27753.72186279297	16.980087671604455	19.616063017003675	22.04496085193922
92	289.07589341700077	27814.45083618164	16.891541896066116	19.518956290974337	22.004607373813414
93	292.3392153750174	27844.302490234375	17.26131537697078	19.986388767466824	22.32914174952597
94	295.645595875103	27647.249542236328	17.126729885321012	19.65361771303065	22.107788173657543
95	298.50665933289565	27649.52491760254	16.876711060239383	19.450920806211585	21.982815893191212
96	301.5046947079245	27926.547088623047	17.054579017049978	19.715592563853544	22.085509909773773
97	304.4193165830802	27534.83612060547	16.97397094808948	19.534620559916778	21.99591477637021
98	307.3130203750916	27740.709594726562	16.984149529047663	19.626796638264377	21.98387933227251
99	310.2431485000998	27305.98765563965	17.334217312448313	19.772961756762335	22.224236420865328
100	314.03673704201356	27422.97312927246	16.827609348047467	19.51589889526367	21.87185888470344
101	316.94321808288805	27236.577117919922	16.85634686060601	19.51836606754976	21.944271672446774
102	319.99636162491515	27187.302795410156	16.888945347975685	19.604335543688606	22.007154905571127
103	322.87153233308345	27325.39012145996	17.242878399594293	19.946255207061768	22.42013704551841
104	325.77683045808226	27179.129821777344	16.783515179344498	19.474315256230973	21.89573923596796
105	328.9473776249215	27179.318603515625	17.295580954451836	19.863832008137422	22.207531485917432
106	331.8848897079006	26979.682022094727	16.76193575209972	19.44172399184283	21.887337156061857
107	334.88392150006257	26817.169952392578	16.890973458115344	19.467550995770623	21.927577209922504
108	337.97011716710404	27167.536224365234	16.775918027493343	19.456421666986802	21.944849482122457
109	341.4562887500506	26712.35317993164	16.667511549919688	19.297706620833452	21.792272711699862
110	345.0879849169869	26928.975387573242	16.99022994740471	19.6203441844267	21.98867287275926
111	348.62289095809683	26848.96827697754	16.812857447494387	19.560490277234244	21.971370220184326
112	352.0626136669889	26830.951629638672	16.644642701323743	19.259127100776222	21.761561652399458
113	356.3233195829671	26892.570922851562	16.755055032475457	19.460856538660387	21.82410446427903
114	359.70130524993874	26702.14060974121	16.597587143563477	19.31801034702974	21.766557299865866
115	362.51275304192677	26538.888397216797	16.992699027061462	19.5716599408318	21.96966286650244
116	365.4116502921097	26641.50811767578	16.720996307452936	19.467804594600903	21.80525087185626
117	369.05026020808145	26550.661529541016	16.570640245033186	19.315028403787053	21.739523199369323
118	372.1019530419726	26653.104553222656	16.572266952529628	19.27315236820894	21.717061724302905
119	375.56358745810576	26561.562225341797	16.61935192502606	19.364673451816333	21.795919222651786
120	378.45575445797294	26459.433563232422	16.620212410132922	19.339786669787237	21.71268978433789
121	381.4072130830027	26464.989196777344	16.495050711781566	19.23191349927117	21.702922173266142
122	384.3182975829113	26284.043380737305	16.71358339449498	19.338426006541532	21.78688381527955
123	387.43153074989095	26294.963012695312	16.54335746652793	19.26702486486996	21.675906032886147
124	390.6129952920601	26422.14045715332	16.518918263974616	19.23483507492963	21.62547701034906
125	393.6442276670132	26232.588088989258	16.5591125656797	19.259021164389218	21.662903398837685
126	397.25213441695087	26131.204223632812	16.510244402585855	19.261326576681697	21.711378441666657
127	400.7344102500938	26040.215209960938	16.461611003151738	19.24528024897856	21.612843011910062
128	403.8238780000247	26103.18374633789	16.685641897910553	19.350172306509577	21.74392996419151
129	406.75246741692536	26261.423278808594	16.459256657755187	19.20619507957907	21.583932818106884
130	409.6593522920739	26259.921142578125	16.529808309689866	19.322884671828326	21.795226551451773
131	412.708830333082	26230.39764404297	16.44146935290691	19.179167932622573	21.58362256805852
132	415.65560366702266	25854.00682067871	16.418439838898745	19.17466094634112	21.584109776424913
