Epoch	Time(sec)	Loss_train	MAE_train	MAE_dev	MAE_test
133	418.5651837498881	26000.02163696289	16.436901002030098	19.23463409648222	21.56099528186726
134	421.434259041911	26030.28867340088	16.755892929606414	19.433379610847023	21.802549398170328
135	424.42518937494606	26045.33071899414	16.449332468172642	19.209182817795696	21.559066241642213
136	427.33777924999595	25963.063278198242	16.584230361808658	19.307470787272734	21.66013225069586
137	431.3192609169055	25840.52769470215	16.405828342387814	19.17438871720258	21.55970755613075
138	434.29303920804523	25927.05824279785	16.35673749446869	19.15162903280819	21.570141472906435
139	437.378069707891	25761.05010986328	16.404917196453553	19.2302035780514	21.538859344878286
140	440.8687473330647	25867.490112304688	16.333491667402978	19.147149646983426	21.538330429005175
141	444.0113458330743	25703.582061767578	16.471507299008795	19.259318766874426	21.56999955312261
142	447.08353487495333	25693.48764038086	16.31887153430759	19.095654784931856	21.495454399090892
143	450.0433530830778	25704.4803314209	16.324684563731648	19.131123329611384	21.515368436867337
144	452.95600937493145	25883.637741088867	16.35554890794904	19.149442554922665	21.509677506842703
145	456.1514675419312	25611.951629638672	16.421456299527154	19.182572460174562	21.546141242081266
146	459.20786508289166	25463.01971435547	16.63147312246692	19.329982106825884	21.709053563621808
147	462.18735254206695	25653.14581298828	16.650443151983293	19.3780829261331	21.720473525659095
148	465.20824100007303	25561.532012939453	16.355917013752524	19.13874927408555	21.51655796338927
149	469.08330058306456	25448.82537841797	16.276782733607668	19.082333604027244	21.52872000325401
150	472.55455800006166	25480.52604675293	16.324574591601706	19.098770523071288	21.47919433071928
151	475.9440722919535	25403.51434326172	16.277420203099076	19.086658315097583	21.506079293646902
152	479.2822706250008	25581.15216064453	16.454362163993075	19.21808032428517	21.574269321729552
153	482.20806979201734	25433.108932495117	16.328081187153362	19.128058517680447	21.492888430379473
154	485.13584708306007	25481.483367919922	16.29791089377478	19.13668461406932	21.47493743221715
155	488.1109230420552	25533.017684936523	16.23275719637646	19.06646021113676	21.436087480131185
156	491.02383712492883	25330.584671020508	16.422607926173985	19.189936183480654	21.54820487634191
157	493.96358604193665	25468.68849182129	16.32859519326874	19.105790171903724	21.495374911236315
158	497.18839200004004	25585.15463256836	16.212914486830147	19.023313370872945	21.427165364319425
159	500.1424707500264	25370.18685913086	16.259686833900933	19.15363905850579	21.559521209518863
160	503.02756958291866	25568.897888183594	16.245449775800655	19.073666179881375	21.427939581421185
161	506.39956191694364	25308.085983276367	16.239617162349962	19.05723996442907	21.433833904986113
162	509.7566752920393	25428.916610717773	16.223019169887323	19.069806441138773	21.50919734082132
163	513.1109942919575	25233.750900268555	16.23802671257738	19.095785685146556	21.434206683680696
164	516.2218503749464	25448.984954833984	16.334984570897685	19.14358968734741	21.494441198852826
165	519.5006499579176	25258.804229736328	16.202341718199367	19.04497352487901	21.41538880906015
166	523.0405427499209	25163.902572631836	16.170726464680975	18.98679444369148	21.41510886291288
167	525.9483536249027	25188.02456665039	16.180776089897954	19.017788067985983	21.375453011044915
168	528.8793774580117	25218.42805480957	16.15798589259542	18.995996222776526	21.393736958503723
169	532.0221996249165	25114.0489654541	16.433819305834344	19.200886535644532	21.57610181142699
170	534.8579971669242	25122.95867919922	16.140393679678752	18.988327822965733	21.388695118562232
171	538.2579917081166	25112.10678100586	16.252045933488777	19.09521530936746	21.436795880209726
172	541.4957907919306	25076.851364135742	16.12818602741701	18.974739865695728	21.401176025282663
173	544.6224835000467	25033.52850341797	16.128219220026626	18.969743425705854	21.43408682436313
174	547.5290204999037	25041.07502746582	16.121260114365224	18.969699152778176	21.378820835419422
175	551.6841436671093	24939.07847595215	16.153415334162286	19.027498968909768	21.499836923941125
176	554.8741224580444	24989.629791259766	16.16904630336462	18.99997951844159	21.373740790025245
177	558.2664943330456	24956.85415649414	16.089372912626615	18.921061207266415	21.339109985333568
178	561.7486409170087	24920.404327392578	16.096415497245587	18.95557829351986	21.38166951233486
179	564.7963928331155	25039.83819580078	16.16463268302498	19.016859222860898	21.381169442860585
180	567.9249487500638	25147.0712890625	16.088766329575584	18.92672663856955	21.352129722541232
181	571.8802961250767	24919.830139160156	16.130092196439573	18.97019515879014	21.35746223971529
182	574.8707207499538	24801.463790893555	16.298068225695825	19.125581657185275	21.479313602987325
183	578.2273919580039	24869.523040771484	16.13170745734769	18.99894645354327	21.36369911904605
184	581.4957854999229	24929.381576538086	16.130968445882747	18.99025033502018	21.365439646648912
185	584.8804025419522	24911.819564819336	16.088806778972685	18.992242555057302	21.335531644101412
186	588.298386832932	24813.029327392578	16.078775672388325	18.95591781840605	21.334261680549044
187	591.8463576249778	24784.501556396484	16.074244398721227	18.955121298397287	21.335195305212487
188	595.1559935000259	24905.412567138672	16.241744681178588	19.096715281991397	21.43050367202399
189	598.1738775419071	24977.7215423584	16.097666624328852	18.97089942483341	21.33131507657609
190	601.3039397920948	24764.805603027344	16.185054061300466	19.066264113257912	21.39399249598665
191	604.712516374886	24723.718063354492	16.053539844707668	18.92880791495828	21.32195186165144
192	607.6679793330841	24794.188369750977	16.035614416237276	18.906064852546244	21.303758877628255
193	611.0881982080173	24728.05110168457	16.127717673466467	18.988568984760956	21.352634558137858
194	614.6655133329332	24877.769729614258	16.08723225206605	18.9809471579159	21.32008183002472
195	618.0041700000875	24768.58038330078	16.097483551314987	18.982746657203226	21.330573945675255
196	621.3721386669204	24742.484573364258	16.012858050031813	18.88864169401281	21.294235171012158
197	624.8940363330767	24724.498077392578	16.02240554387657	18.89934450037339	21.278854752486605
198	628.556027875049	24677.094467163086	16.038964374527257	18.927325035544	21.28257132476231
199	632.557952708099	24733.022689819336	16.066203395109525	18.961436989728142	21.306015158599276
200	635.7541324170306	24763.11749267578	16.009288763812698	18.89112086015589	21.363662926655895
