SMILES	RT
CC(C)COC(=O)CC(C(=O)OCC(C)C)S(=O)(=O)O	87.56813967
CCC(C1=CC=CC=C1)(C(=O)N)C(=O)N	15.71409032
CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)O)O)O)O	146.3123922
C1=CC(=CC=C1O)OCC(=O)O	54.19802228
C(CC(=O)NC(CCC(=O)O)C(=O)O)C(C(=O)O)N	140.0358833
C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)OC4C(C(C(C(O4)C(=O)O)O)O)O	94.95081611
CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O	17.38558702
CC(=CCC1=C(C=C(C2=C1OC(C(C2=O)O)C3=CC=C(C=C3)O)O)OC4C(C(C(C(O4)CO)O)O)O)C	145.4359165
C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	122.4404494
C1=CC=C(C=C1)CC(=O)NC(CC(=O)O)C(=O)O	88.93207821
CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C	27.97959331
C1=CC=NC(=C1)C(=O)NCC(=O)O	54.64316321
CC(C(=O)N1CCCC1C(=O)NCC(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)O)N	140.2494872
CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCNCC4)F)C(=O)O	71.58202768
CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C	30.15138898
CC(=O)O[C@@H](COP([O-])(=O)OCC[N+](C)(C)C)COC(=O)CCCCCCCCCCCCCCC	85.48224941
CC(C)C(C(=O)NC(CCCCN)C(=O)O)N	138.4462133
CC1C(CC(O1)C[N+](C)(C)C)O	75.70525986
CCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCCCCCCC)O	76.01841152
CC(C)CC(C(=O)NC(CCC(=O)N)C(=O)O)N	117.5151385
CCC(C)C(C(=O)O)NC	92.7601314
C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O	149.1920499
C(CC(=O)NC(CSSCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N	152.9688949
CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(C(=O)O)N)OC(=O)CCCCCCCC=CCCCCCCCC	86.34684236
CC(CC(=O)[O-])CC(=O)OC(CC(=O)O)C[N+](C)(C)C	112.3901359
CC(=O)NC1C(C(C(OC1O)CO)O)OC2C(C(C(C(O2)CO)O)O)O	117.6688315
CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC	29.22302125
C1=CC(=CC=C1NCC(=O)O)O	39.70405346
CCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O	85.27580017
C1=CC=C(C=C1)CC(C(=O)NC(CO)C(=O)NC(CCCN=C(N)N)C(=O)O)N	136.358803
CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CC[N+](CC4)(C)[O-])F)C(=O)O	64.41231008
C(C(=O)O)N=C(N)N	119.3753412
C(CC(C(F)(F)Br)(F)Cl)C(=O)O	54.79941841
C(CC(=O)O)CN	112.8637924
CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Br	16.61418739
CN1C(CCC1=O)C2=C[N+](=CC=C2)C3C(C(C(C(O3)C(=O)[O-])O)O)O	129.8042767
C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O	137.1858492
CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3	13.58821847
CC1=CC2=C(C=C1C)SC(=N2)C	63.45841901
CCN(CC)C(=O)C1=CC=CC(=C1)C	12.86084585
COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N	39.18775435
CC1=NC=C(N1CCO)[N+](=O)[O-]	15.84339713
CC(C(C(=O)O)NC(=O)C(CC(=O)O)N)O	142.0194603
C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]	14.31550492
CC1=CC(=C(C=C1)CN)C	13.81898203
CCCCCC(C=CC1C(C(CC1=O)O)CCCCCCCO)O	13.0436967
C=CC(C=O)C\1(CCOC(=O)/C1=C/N)O	20.55840319
CCCCCC=CCC=CCC=CC=CC(CCCC(=O)O)O	12.65666592
C(CN)CNCCO	123.5669833
C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F	29.01236631
CC(C)C(C(=O)[O-])NC(=O)C(CCSC)[NH3+]	100.4366485
CCCC(C(CC)O)C(=O)O	14.91744844
CN1C2=C(NC1=O)NC(=O)N(C2=O)C	43.66476066
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O	80.59009996
CC(=O)NC(CS)C(=O)O	41.38845451
CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl	18.15810714
CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OC1C(C(C(C(C1O)O)O)O)O)O	95.46173821
C1=CC(=CC=C1CC(C(=O)O)NC(=O)C(CC(=O)O)N)O	127.7701293
CC(CCCCCC1C=CC(=O)O1)C(C)O	12.9193514
C(CC(=O)N)C(C(=O)O)N	125.1068603
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	91.40360724
CC(C)COC(=O)C1=CC=CC=C1C(=O)O	15.63219643
C1CN(CCN1CCS(=O)(=O)O)CCS(=O)(=O)O	144.5466649
CCCCCCCCCCCCCCCCCCOCCOCCOCCO	88.74581893
CCN(CC)C(=S)NC(=O)C1=CC=CC=C1	12.21407676
COC(=O)C(CC1=CNC2=CC=CC=C21)N	27.19606784
CC(C)CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(C)N	132.6167037
CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3	14.60184457
CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O	17.43195161
C1=CC=C2C=C(C=CC2=C1)NC(=O)C(CC3=CNC4=CC=CC=C43)N	44.71815518
CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O	120.9018926
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C	56.79262256
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=N2	18.02524738
C12=C(N=C(N1)N)N=C(NC2=O)N	73.00607979
C1C2=C(C=CC(=C2)C#N)C(O1)(CCCN)C3=CC=C(C=C3)F	43.62551758
CC1CCC(NC1)C(C)(C2CCC3C2(CCC4C3CC=C5C4(CCC(C5)O)C)C)O	47.09254409
C1=CC=C(C(=C1)C(=O)O)SCCC(=O)O	17.395113
CC(CC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	93.28516313
CN1C(=NNC1=S)C2=CC=CC=N2	86.90763152
CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42	28.88706321
C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)NC(=O)C(CCC(=O)O)N	118.5194923
CC(CN1C=CC(=N1)C2=CC(=C(C=C2)C#N)Cl)NC(=O)C3=NNC(=C3)C(C)O	16.1743173
CC1CC(CC(C1)(C)C)CC(=O)O	30.37035741
CN1C2=CC=CC=C2C(C3=C(S1(=O)=O)C=C(C=C3)Cl)O	16.93226294
CC(C(C(=O)O)NC)O	92.30210488
CCCCOCCOCCOCCO	14.35441681
C(C1C(C(C(C(=O)O1)O)O)O)O	36.04394195
CCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCC/C=C\CCC)O	77.88085074
CCCCCCC=CCCCCCCCCC(=O)NCCCCN	13.23839224
C(CO)N(CCO)CCO	91.63969801
CC(=C)CCOP(=O)(O)OP(=O)(O)O	128.4724713
C(CCN=C(N)N)CC(C(=O)O)N	138.6711385
COC1=C(C=CC(=C1)C(CO)O)OS(=O)(=O)O	34.70250178
C(CNCCC(=O)O)C(=O)O	44.19803486
C[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)O)NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)CN	118.6176811
CNC(=NC)NCCCC(C(=O)O)N	143.9494408
C(C(C(=O)NC(CO)C(=O)O)N)O	139.5535517
CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO	93.24792488
C1=C(NC=N1)CC(C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CO)N	149.1344472
CC(C)CC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)N	77.9466519
C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O	24.00204194
CCCCCC=CCC=CCCCCCCCC(=O)NC(CCCNC(=N)N)C(=O)O	83.44412016
C(C(C(C(C(=O)C(=O)O)O)O)O)O	134.6285313
CCCCCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O	81.60799898
C(C(C(C(C(CO)O)O)O)O)O	112.6960263
CCCNCC(COC1=C(C=C(C=C1)O)C(=O)CCC2=CC=CC=C2)O	37.37680566
CCCCCCOCCOCCOCCOCC(=O)O	100.8666838
C[N+](C)(C)CCOP(=O)(O)[O-]	148.5694047
CCOC(=O)C1=CC2=C(C=C1)NN=C2	30.52022645
CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC	44.64047879
CC(C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)O)N	115.1541261
CN(C)C(=NCCCC(C(=O)O)N)N	130.7347161
COC1=C(C=CC(=C1)C(=O)O)O	38.66868368
CCOC1=C2C(=C(C=C1)S(=O)(=O)O)C=CC=N2	45.2518125
CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)OC5C(C(C(C(O5)C(=O)O)O)O)O	87.23859491
C1=C(NC=N1)CCC(=O)O	108.0526636
C1CC(N(C1)C(=O)CN)C(=O)NC(CCC(=O)N)C(=O)O	131.8034833
CC(C)C(=O)C1=C(C=C(C=C1O)O)O	73.48151073
C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O	25.58244374
C(C(=O)O)C(CC(=O)O)(C(=O)O)O	113.9892629
CCC=CCC1C(CCC1=O)CC(=O)O	15.46433584
CCC1=CC2=C(C=C1)NC=C(C2=O)C(=O)OCC	44.01441433
C1=CC=C(C=C1)CC(C(=O)NCC(=O)O)NC(=O)CN	113.6827655
C(CCN=C(N)N)CN	128.9544662
CCCCCCCCCCCCCC(=O)NCCCN(C)C	29.01969976
CCCCCCCCCOS(=O)(=O)O	76.60851406
C1=CC=C(C=C1)CC(C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)O)N	84.66306159
C1=CC=C(C=C1)CC(C(=O)NC(CC2=CN=CN2)C(=O)O)N	125.2923783
C[N+](C)(C)CC(=O)CC(=O)[O-]	38.08805982
C1=CC(=CC=C1CC(C(=O)O)NC(=O)C(CC(=O)N)N)O	121.9261955
CN1C2=C(C(=O)NC1=O)NC=N2	35.21072168
COC1=CC2=C(C=C1)NC(=O)C(O2)OC3C(C(C(C(O3)CO)O)O)O	70.32444333
C1CC2C3CC(CN2C(=O)C1)C4CC(CCN4C3)O	88.63440638
C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O	95.49685087
C1CN(CCN1CCCN2C3=CC=CC=C3C=CC4=CC=CC=C42)CCO	35.34361935
C(C(C(=O)NCC(=O)NC(CO)C(=O)O)N)O	142.7559682
C[N+](C)(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C3C(C(C(C(O3)C(=O)[O-])O)O)O	93.32827205
CC(=O)NCCCCC(C(=O)O)N	117.5050537
CN1C(CNC2=C1C(=O)NC(=N2)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O	117.1465246
C(C(C(=O)O)O)C(=O)O	114.4403183
C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl	87.07682403
C1=C(C(=O)NN=C1Cl)Br	55.31024716
C1=NC2=C(N1COCCO)N=C(NC2=O)N	82.90503184
C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OS(=O)(=O)O)O)O	17.38841944
CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O	76.4892596
C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N	155.1894427
C1=C(C=C(C=C1O)O)CCCCCCCC=CCCCCCC2=CC(=CC(=C2)O)O	16.53700651
CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC	27.21245721
CC(C)CC(C(=O)N1CCCC1C(=O)NC(C(C)O)C(=O)O)N	107.6622452
CC(C(C(=O)NC(CCCCN)C(=O)O)N)O	146.3364749
C(CC(=O)O)C(C(=O)O)NC(=O)N	65.28960614
CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C	47.81085613
C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O	16.95789523
CC1=C(C(=NN1C)C)CCO	39.2313158
CSCCC(C(=O)O)NC(=O)C1CCCN1	109.1769866
C1CC(CNC1)CC(=O)O	82.66377875
C(CCP(=O)(O)O)CN	63.78056465
CC1=CC(=O)N(N1)C2=CC=CC=C2	11.81442911
COC1=C(C=CC(=C1)NS(=O)(=O)C)N	86.72711648
C1=C(C=NC=C1Br)S(=O)(=O)O	54.89531899
CCCCCCCCCCCCCCCC(=O)OCC(CO)O	13.60622863
C1=CC2=C(C(=C1)CO)N=CC=C2	14.95060967
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)O)O	84.53528608
COP(=O)(O)O	118.7148588
CCOC1=CC=C(C=C1)C(=O)OC(C)CN2CCN(CC2)C	84.57732761
C(CC(=O)O)C(CO)N	116.980556
CCC(C)C(C(=O)O)NC(=O)C(CC1=CC=CC=C1)N	77.35121366
CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N	13.23732547
CN1CCN(CC1)CCN	91.25962997
CC(=O)NCCCNCCCCN	128.7584714
CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O	26.03209404
CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)O)N	128.8515064
C[N+]1=CC=CC(=C1)C(=O)[O-]	106.9843406
CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C	63.62613161
CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl	17.23844617
C(COCCOCCOCCOCCO)O	21.16661589
CCCCCCCCCCCCCC=CC(C(COP(=O)(O)O)N)O	92.98972022
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C2C=C(C(=O)C(=C2)C(C)(C)C)C(C)(C)C	11.76249734
CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(CO)O	68.36511675
CC(C(=O)O)NC(=O)C(CO)N	129.5024461
C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=C(C=C2Cl)O)Cl	15.29948089
CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O	13.82519043
CCC(C)C(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CC(=O)O)N	135.309434
CCC(C(=O)O)N1CCCC1=O	42.90933011
CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)O	35.9510521
CC(C(=O)N1CCCC1C(=O)NC(CCCCN)C(=O)O)N	142.1142395
CC(C)CC(C(=O)NC(C(C)C)C(=O)NC(CC1=CN=CN1)C(=O)O)N	125.4350963
C[n+]1cccc(C(N)=O)c1	86.31146912
CN1CC2=CC=CC=C2NC1=O	17.64590147
C(CN)CS(=O)(=O)O	108.7574963
C=CCC1=C(C=CC(=C1)S(=O)(=O)C2=CC(=C(C=C2)O)CC=C)O	13.11253948
C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O	17.42249493
C1CCC(CC1)N	65.49463702
C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N	15.16730152
CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC5C(C(C(C(O5)C(=O)O)O)O)O	115.0925382
C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O	99.10680359
C1=C(OC(=C1)C(=O)O)C(=O)O	13.96664522
CC(C)C(C(=O)NC(C(C)O)C(=O)O)N	117.2248511
CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(C(=O)O)N)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC	85.24112766
CC(CCC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O)C2CCC3C2(C(CC4C3C(CC5C4(CCC(C5)O)C)O)O)C	85.52416325
C1=C(NC=N1)CC(C(=O)NC(CC(=O)N)C(=O)O)N	146.1464267
CC1=CC(=C(C=C1N)C(C)C)O	71.11330084
CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)O)O	81.81155196
C1=CC(=CC=C1C(=O)NCC(=O)O)N	38.9702096
CC(C(C(=O)O)NC(=O)C(CC(=O)N)N)O	134.7116004
COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)NC2=CC=CC=C2C(=O)C3CC3)OC	53.95304468
C(C(=CC(=O)O)C(=O)O)C(=O)O	117.2111728
CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3	21.74220311
CCC(C)C(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)NC(=O)C3CCCN3	93.0973887
CCCCCCCCCCCCCCCC=CC(C(CO)N)O	40.57226241
C(C(C(=O)O)SCC(C(=O)O)N)C(=O)O	135.3084968
C1CC1C(C(=O)O)N	25.91161898
CC(C)C(C(=O)O)NC(=O)C(CCC(=O)O)N	123.4314513
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N	19.80200187
CC(=O)NC(CO)C(C(C(CO)O)O)O	102.9634866
CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C21	40.09384718
C1=CC=C(C=C1)CC(C(=O)NC(CCCN=C(N)N)C(=O)O)N	128.21313
CC(C(=O)N1CC2=CC=CC=C2CC1C(=O)O)NC(CCC3=CC=CC=C3)C(=O)O	91.27140832
C1CC(C(=O)C(C1)(C2=CC=CC=C2Cl)N)O	24.07177607
CC(=O)NCCCNCCCCNCCCN	147.8624635
C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O	94.74703424
CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(CO)O	95.09944297
C(CC(C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)N)N)CN=C(N)N	148.9032032
C1=CNC(=C1)C(=O)O	60.88449057
C[N+](C)(CC=C)CC=C	29.65906415
C1CN(CC[NH+]1CCO)CCS(=O)(=O)[O-]	116.7151693
C(CC(C(=O)NC(CCC(=O)O)C(=O)O)N)CN=C(N)N	125.1404368
CCCCCCCCC(=O)NC(CCCC(=O)O)C(=O)O	19.54267245
CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(C(C(C(C1O)O)O)O)O	85.77250922
CCCCOC(=O)CC(=C)C(=O)OCCCC	53.09762188
CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O)N	77.81340985
CC1=C(CC(CC1)O)C=CC2=CCCC3(C2CCC3C(C)CCCC(C)C)C	18.04065068
CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)OC3C(C(C(C(O3)C(=O)O)O)O)O	97.02516169
C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O	139.7421999
CCCCCCCC(=O)NC(CCCN=C(N)N)C(=O)O	92.06592939
C[N+](C)(C)CCOC(=O)C=CC1=CC(=C(C(=C1)OC)[O-])OC	30.65476099
CCCCCC=CCC=CC(CCCCCCC(=O)O)O	14.21041008
C(C1C(C(C(C(O1)OC(C(C(CO)O)O)C(=O)CO)O)O)O)O	85.56317397
CN1CCC23C4C1CC5=C2C(=C(C=C5)OC6C(C(C(C(O6)C(=O)O)O)O)O)OC3C(C=C4)O	132.0500178
CCCCN(CCCC)C1=CC2=C(C=C1)C3(C4=CC=CC=C4C(=O)O3)C5=C(O2)C=C(C(=C5)NC6=CC=CC=C6)C	12.37039573
CSCCC(C(=O)O)NC(=O)C1CCCN1C(=O)C(CCC(=O)O)N	118.3813297
CCCCCCCCCCCCCCCCOCC(O)COP(=O)(O)OCCN	85.41393517
CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F	15.92061539
CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CNC	20.70272521
CC(C)C(C(=O)NC(C(C)C)C(=O)O)NC(=O)C(CCSC)N	92.35185969
CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)OC2C(C(OC(C2O)OC3C(OC(C(C3O)O)O)CO)CO)O)O	145.7115077
CCCCCCCCCCCCC(C=CCCC(=O)O)O	12.97771413
CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC	24.93080501
CC(C)C(C(=O)O)NC(=O)C(CO)NC(=O)C(CC1=CN=CN1)N	131.8433988
C(COCC(=O)O)OCCOCC(=O)O	103.8324153
C[N+]1=CC=CC=C1C(=O)[O-]	83.19309327
CCOC1=C(C=C(C=C1)C=C2C3=CC(=C(C=C3CCN2)OCC)OCC)OCC	21.25455981
C1=CC(=C(C=C1C=CC(=O)O)O)O	22.02533788
C1CC1(C(=O)O)N	149.5272245
CC=C(C)C(=O)OC(C1=C(C=C2C(=C1)C=CC(=O)O2)OC)C(C(C)(C)O)O	15.24791008
CN1C(CCC1=O)C2=C[N+](=CC=C2)[O-]	38.8710351
CCCCCCCCCCCCCC(=O)NCCCCN	28.85569455
CC1=C(N2C=CC=CC2=N1)C(=O)NN	46.51325219
CC(C(=O)NC(CC(=O)N)C(=O)NC(CCCN=C(N)N)C(=O)O)N	148.8043972
CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C	19.41838545
CC1=C(SC(=N1)N)C2=NC=CN2C	86.21494804
C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCC(=O)N)N	115.5544164
CSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	131.5787149
CC(=O)NCC(=O)OC	122.1605663
CCCCCCCCC=CCCCCCCCCOCC(O)COP(=O)(O)OCCN	81.53670566
C1=CC(=O)NC=C1	28.52990031
C1=C2C(=NC=N1)N=CN2	23.67810051
CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=NC=C(C=C3)O	17.94496534
CN(C1CCN(CC1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F)C5=NC=CC(=O)N5	21.08744427
C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C4=CC=CC=C43)S(=O)(=O)O)O	13.50578017
C[N+]1=CC=CC(=C1)OC(=O)N(C)C	34.67803222
C(C(C(=O)NC(CC(=O)O)C(=O)O)N)C(=O)N	140.4597503
CC(C(=O)NC(CCCCN)C(=O)O)N	114.3823295
CC(=O)CCC(=O)O	30.37159909
CC(C)CC(C(=O)NC(CC1=CN=CN1)C(=O)O)NC(=O)C(CC2=CNC3=CC=CC=C32)N	116.7926674
C1CC(=O)NC1C2=CN=CC=C2	24.16230686
CCC=CCC=CCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCC=CCC=CCC	11.66308916
CC(CC=CC=C(C)COC1C(C(C(C(O1)CO)O)O)O)C(=O)O	98.8412461
C1CC(NC1)C(=O)NC(CCCCN)C(=O)O	141.4614735
C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)OC3C(C(C(C(O3)CO)O)OC4C(C(C(C(O4)CO)O)OC5C(C(C(C(O5)CO)O)O)O)O)O)O)O)O	150.7740158
COC(=O)CCC(C(=O)O)N	110.0308842
CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C	24.93236308
CC[N+](CC)(CC(=O)NC1=C(C=CC=C1C)C)[O-]	23.85181829
CCCCCC(C=CC1C(CC(C1CC(=O)CCCCC(=O)O)O)O)O	17.45526922
C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O	151.5909254
CC(C)C(CCCNCCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC	23.55984711
C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N	56.24018916
C1=CN=C(C(=N1)C(=O)O)N	18.61017731
C1=CC(=C(C=C1NC(=O)CCl)C(=O)O)O	14.92890376
C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl	17.73427498
CC(N)(Cc1cnc[nH]1)C(=O)O	140.2394449
CC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCCCN)C(=O)O)N	130.2007797
CC1=CC(=C(C=C1)C(C)C)O	12.05461167
C1CC2C(=O)NC(C(=O)N2C1)CC3=CN=CN3	62.82426202
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O	150.9773413
C1=CC=C2C(=C1)N=C(N2N)S(=O)(=O)O	17.67490779
CC(C(C(=O)NC(C)C(=O)O)N)O	122.4749942
CN1C(=O)C2=C(NC(=O)N2)NC1=O	84.31453821
C=CCCCCCCC(CCC(=O)O)C(=O)O	16.13488376
CC1=C(C=CC=C1NC2=CC=CC=C2C(=O)O)CO	29.00614887
C(C(C(=O)NC(CO)C(=O)O)N)C(=O)O	145.2037308
CCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)([O-])OCC[N+](C)(C)C)C(C=CCCCCCCCCCCCCC)O	74.28974003
CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O	13.06599821
CC(C(CC(=O)O)N)O	109.642272
C1C=C(C(O1)NC(=O)CCC(C(=O)O)N)COC(=O)C2=CC=CN2	135.4479277
CC(C)C(C(=O)O)NC(=O)CNC(=O)CN	119.9817678
CCCC=CC=CC1CC(C(C(C1)O)O)O	12.87504643
CCCCCCCCCCCC(=O)NC(CCCCN)C(=O)O	87.54409412
CCCCCC=CCC=CCC=CCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O	81.08942167
CNCC(=O)O	49.03137619
CCCCCCCCCCCCCCCCCCCCCCCC(=O)NCCS(=O)(=O)O	17.00859087
CC(=O)NCCC1=C(NC2=CC=CC=C21)CC3=CC=CC=C3	31.30937502
